"","logFC","logCPM","PValue","FDR"
"YLR038C",0.924431844872424,5.37678286842988,4.61742275882026e-10,1.75024282280202e-09
"YGR253C",0.318622016562727,8.4864215658437,4.69751825963255e-10,1.77946322293507e-09
"YDR512C",0.886656382555711,5.4974871379741,4.74397464099464e-10,1.79591157714429e-09
"YNL048W",0.776629899510232,5.95339617662734,4.77393496774107e-10,1.80609803095421e-09
"YCR075C",0.809307903461013,5.689353353536,4.8963709177142e-10,1.85123493419265e-09
"YGR252W",0.826324487635144,5.98715419657759,4.93480362965097e-10,1.86457427053926e-09
"YPR120C",1.20456662716656,5.01498043327811,5.01132864898583e-10,1.89228025628904e-09
"YNL167C",0.68448294935836,6.75711300162476,5.07362957348502e-10,1.91458330269840e-09
"YPL179W",0.508361224135662,7.14382431545355,5.11260361050533e-10,1.92806090269981e-09
"YGR163W",0.704781590118335,6.19047078532395,5.12377263268184e-10,1.93104220812602e-09
"YMR236W",0.524180808043738,7.16285784356191,5.18366426484684e-10,1.95237055729464e-09
"YCL043C",0.148081402627112,10.4230387000854,5.23510221513857e-10,1.970489809604e-09
"YDL088C",0.63773870208736,6.46888325075916,5.34957664640672e-10,2.0122978395924e-09
"YLR075W",0.0957932212167419,11.6732663140764,5.42386520254771e-10,2.03894602309243e-09
"YLR381W",1.03330374179866,5.2638594165574,5.64746547037196e-10,2.12165417067879e-09
"YCR042C",0.625954900883298,6.82551841403047,5.72474202747498e-10,2.14932097567065e-09
"YPR156C",0.452814514273748,7.68086510709592,5.76198931141236e-10,2.16193346579752e-09
"YLR360W",0.946441906316278,5.7448039548208,5.85042523545876e-10,2.19372408860643e-09
"YPR002W",1.24473247105448,4.6580780281333,6.020028213978e-10,2.25589024332538e-09
"YPL259C",0.653744978682349,6.29918833406375,6.06841446933736e-10,2.27258281108033e-09
"YDR379W",0.589847106778086,6.94067640096628,6.09154719186079e-10,2.27980295599243e-09
"YIL156W-B",0.814135062998583,5.77200592095513,6.1325652774383e-10,2.29370346059434e-09
"YLR166C",0.843781950107016,5.91799473704762,6.19252052554406e-10,2.31466481046394e-09
"YML070W",0.384497863301824,7.82255178543437,6.25284734249484e-10,2.33573849277411e-09
"YOR336W",0.714390026528904,6.00270671966065,6.27397631597355e-10,2.34215254647416e-09
"YBR290W",0.531782807827505,6.86185094974271,6.61156746183222e-10,2.46662324537587e-09
"YBR101C",0.626947764505809,6.35544359093534,6.70716085135256e-10,2.50071019265615e-09
"YIL011W",-1.11485150025418,5.10929838585283,6.79386794817584e-10,2.53144311393932e-09
"YLR320W",0.951925823727335,5.29768046389312,6.82437954368853e-10,2.54121169037162e-09
"YDR051C",0.843215081065461,6.06501426266479,6.87057625021264e-10,2.55680501084957e-09
"YOL114C",1.70772025086352,4.20805508597927,6.88208851567858e-10,2.55947943100378e-09
"YNL008C",0.862771873737609,5.88281504560165,6.8864161280964e-10,2.55948016519764e-09
"YML106W",-0.344678228002871,8.09339945407919,6.89352547049064e-10,2.56051413740698e-09
"YGL095C",0.613974826025857,6.48518794157404,7.23263371438171e-10,2.68478630414031e-09
"YJR036C",0.83485057285218,5.60404958516227,7.34410294281615e-10,2.72445499138829e-09
"YBR253W",0.895525584851068,5.71392509676902,7.3509955575817e-10,2.72530330289542e-09
"YMR208W",0.599685252619114,6.93866604324199,7.41270077487705e-10,2.74645901596415e-09
"YNL047C",0.862873166853827,5.56454421892077,7.55808163199976e-10,2.79857127763095e-09
"YGL023C",0.363349585586372,7.82901169152813,8.09230978461324e-10,2.99403537495505e-09
"YLL018C",-0.235445876513507,9.01633225225653,8.09936715733177e-10,2.99403537495505e-09
"YOR369C",-0.127074496218936,11.2982001415101,8.10237223430191e-10,2.99403537495505e-09
"YLR362W",0.79620301865627,6.15335855596306,8.10621036112555e-10,2.99403537495505e-09
"YJR062C",0.764525449421784,6.0371749436274,8.1728005402604e-10,3.01674739842301e-09
"YBR227C",0.778159866058976,6.1899231111195,8.3745432141749e-10,3.08928754353322e-09
"YKR068C",0.726221948117149,6.03858021094255,8.95765874403951e-10,3.30233437934466e-09
"YNL258C",0.668310418771741,6.20087497915871,9.53116064313749e-10,3.51157394305383e-09
"YML131W",0.750481407638564,6.12226321884387,9.70116362933988e-10,3.57198414404506e-09
"YBR201C-A",1.35164479654906,4.42329201670678,9.7335473993781e-10,3.58167910212191e-09
"YJR151C",0.896008193131429,5.48163618642015,9.8095725250013e-10,3.60741085335194e-09
"YJL062W",0.524487815795291,6.91502757164693,9.92230986497522e-10,3.64660294851294e-09
"YLL067C",-6.0906351910916,2.07763231127083,1.00766429130633e-09,3.70102396751057e-09
"YMR114C",0.804554693765317,5.86618978474647,1.01347762445367e-09,3.72006644162057e-09
"YDR284C",0.553095474365136,6.98829691628207,1.03139029651245e-09,3.78346955019479e-09
"YPL188W",0.97663954452177,5.63476377836973,1.03389873076191e-09,3.79032143117609e-09
"YKL033W-A",0.485719436116983,7.17084433445731,1.03736497055078e-09,3.80067401284764e-09
"YDL193W",0.728666543901642,5.99125259920288,1.04885076042632e-09,3.84037744396196e-09
"YMR099C",0.533643594835843,7.0702511210233,1.06096941944057e-09,3.88234759111309e-09
"YJL145W",0.667225642456212,6.39918623837752,1.07532724413891e-09,3.93245445214458e-09
"YKL140W",0.489351825213532,6.98846138785485,1.08523899556126e-09,3.96383034903658e-09
"YLR313C",1.66534007379578,4.08749212578632,1.08524677462215e-09,3.96383034903658e-09
"YOR108W",-0.599474702282758,6.63356399244474,1.10621420538154e-09,4.03792069910089e-09
"YLR175W",-0.323336534667757,8.67235877699463,1.11308542987474e-09,4.06049721859978e-09
"YDR142C",0.902217382293589,5.48696581535814,1.16304308663563e-09,4.24012689071043e-09
"YNR032W",0.681581330577782,6.23402537468867,1.19073586900793e-09,4.33841387741375e-09
"YCR010C",1.27931268951665,4.53543596495576,1.20589765551842e-09,4.39095164781693e-09
"YJL177W",-0.20373817238809,9.44873541327491,1.20816727975546e-09,4.39651032860582e-09
"YJR028W",5.9563678579098,2.51069128483582,1.21556736110104e-09,4.42072039067909e-09
"YKL196C",0.416225491582125,7.60858545844872,1.24254633758464e-09,4.51606061393631e-09
"YOL005C",0.566215924456627,6.6713319921537,1.27321816379164e-09,4.62469728370479e-09
"YER167W",0.580870167740419,6.89162973002575,1.29500443650422e-09,4.70094555263527e-09
"YER046W",1.19270736924187,5.20343291614771,1.30191218227956e-09,4.72312347182598e-09
"YMR115W",0.844032928636025,5.87003584605514,1.31326674900926e-09,4.76139666292145e-09
"YCR076C",0.750521108074762,5.85024258211777,1.31945940259327e-09,4.7809193417908e-09
"YAL007C",0.586001126501426,6.86482188707359,1.32672848382133e-09,4.80431605799926e-09
"YPL241C",1.3716388649712,4.37836554620406,1.35066133220161e-09,4.88798966522134e-09
"YFL066C",-3.20288850600802,2.65328040039704,1.35251374363977e-09,4.89170160214947e-09
"YOL086W-A",0.916768833911895,5.41870060148756,1.39272556226297e-09,5.03290723045425e-09
"YIR043C",4.51739101809619,2.66916721222919,1.39325706328951e-09,5.03290723045425e-09
"YJR004C",0.911453947233164,5.58934717556436,1.4224723777994e-09,5.13530754084141e-09
"YFL034W",0.606072442915895,6.49862564489827,1.44204109256592e-09,5.20277874677593e-09
"YFR005C",0.98484323385241,5.30928204147632,1.46652074386412e-09,5.28787522330529e-09
"YML087C",1.39672814319423,4.30200247172667,1.48669927369501e-09,5.35736882000815e-09
"YGL084C",0.611496346040387,6.62694944804742,1.50551171805549e-09,5.42185808626559e-09
"YOR131C",0.817141527627428,6.22384508023506,1.51805812719356e-09,5.46371650766683e-09
"YHR123W",0.697396496846191,6.40160161345905,1.53243341070873e-09,5.51210242623923e-09
"YPR004C",0.509819689923304,7.03571651339338,1.53595979897411e-09,5.52143021295858e-09
"YML026C",-0.182155848407453,9.68194164368262,1.53950026044151e-09,5.53079723195655e-09
"YJR014W",0.458778314528733,7.30042971179033,1.57403959239577e-09,5.65145161905691e-09
"YNR017W",0.34678262052235,7.92173210405296,1.57636296479378e-09,5.65636122661299e-09
"YLR119W",1.31364050901278,4.53502519618903,1.59176446284473e-09,5.70816383433471e-09
"YOR018W",0.507460980382999,6.99747070024708,1.60387609729446e-09,5.74811318454956e-09
"YPL272C",1.10721162947234,4.85154025197865,1.60955090178044e-09,5.76165622353687e-09
"YMR205C",-0.171150980028214,9.85244213578988,1.60960245690493e-09,5.76165622353687e-09
"YGL172W",0.525033391878306,6.98490911507985,1.66092796378075e-09,5.94178401553246e-09
"YLR127C",0.954994241074172,5.47061735148158,1.69309766167392e-09,6.05320777288495e-09
"YFL046W",0.995418968956499,5.45171778770907,1.75898604390652e-09,6.28497610011768e-09
"YLR145W",1.31553391666146,4.73584523488092,1.78115804102977e-09,6.36035734989326e-09
"YIL031W",0.782507625880385,6.15477266024869,1.79955498784042e-09,6.42217543006743e-09
"YNL248C",-0.721818065873259,5.8035963422187,1.81864300475781e-09,6.48638376079083e-09
"YHR208W",-0.247720043549833,9.15883356822184,1.85257275345073e-09,6.60341745913734e-09
"YGR100W",0.575403032051464,6.98853397813974,1.85836902445418e-09,6.62009001667391e-09
"YMR186W",0.146236046115137,10.3866957347964,1.91314130764788e-09,6.81110536543473e-09
"YML104C",0.935365810019136,5.28540234905199,1.9659785833577e-09,6.995006180233e-09
"YDR505C",0.610841441070939,6.6184058763289,2.00259882817098e-09,7.12101999175944e-09
"YLR148W",0.861500787044569,5.46880240183784,2.1150702220963e-09,7.51643874122752e-09
"YNL149C",0.548766886230998,6.87054439727101,2.16903469207135e-09,7.70358839915138e-09
"YPL097W",1.05284799269121,5.17483402750224,2.2219728513633e-09,7.88687064278144e-09
"YOL127W",0.155043211031566,10.4957869959166,2.23989552078494e-09,7.94572050148949e-09
"YLR383W",0.8018059224674,6.00213234149519,2.24304800380373e-09,7.95213603265827e-09
"YJR115W",-0.466529263592831,7.2618998017342,2.25637990598396e-09,7.99266801808e-09
"YNL080C",0.538204325764531,6.8338939462315,2.25718239956256e-09,7.99266801808e-09
"YPL057C",-0.509488872539543,6.95557222654492,2.26706270322106e-09,8.02285287976019e-09
"YGR027W-A",1.51784699729273,6.39281902791586,2.27756883678807e-09,8.05521506710998e-09
"YPL064C",0.672634720279249,6.09929015498579,2.3103388352994e-09,8.16623350565506e-09
"YHR072W-A",0.605572800105208,6.68967319946418,2.3282882665715e-09,8.2247651780917e-09
"YBL102W",0.600271238226611,6.69907011425164,2.34970092692979e-09,8.29545369012145e-09
"YGR002C",0.96970456905578,5.16172622390111,2.35366307933526e-09,8.30448684581202e-09
"YGR042W",0.72203215618647,5.90686985828866,2.37233318127507e-09,8.36537272562849e-09
"YER038W-A",2.44317705961819,3.48885606555643,2.39698988184768e-09,8.4472835800433e-09
"YHR150W",0.962554013018292,5.18474143568424,2.40820237009464e-09,8.48174608562499e-09
"YGL190C",0.501459275273175,7.27281260019385,2.46629731311157e-09,8.68119048285612e-09
"YLR039C",0.933887030994167,5.67517731554584,2.50366259676364e-09,8.8074741884961e-09
"YLR377C",1.38689412078523,4.32606974532397,2.53845988012633e-09,8.92457938841799e-09
"YLR209C",0.657447961295866,6.29007230134856,2.60086394348043e-09,9.13854629072073e-09
"YPL242C",0.72512812986814,6.14755174306037,2.62185268026716e-09,9.206826296226e-09
"YOR278W",1.08823377423765,4.91196741707821,2.64480018698739e-09,9.2818995886147e-09
"YPL159C",0.782348081869537,5.87298690731536,2.69317170743027e-09,9.44605630875216e-09
"YJL100W",0.746954118652527,6.21946076841685,2.70927363018975e-09,9.49690288497202e-09
"YML116W",-0.714063890048598,5.65623341907578,2.77557849459955e-09,9.72356302696599e-09
"YIL008W",0.820999586692867,5.53389996858651,2.78624352730774e-09,9.75514967519519e-09
"YCL016C",0.990192253977595,5.27321034961117,2.8099637850271e-09,9.832380671795e-09
"YPR095C",0.6480274531655,6.51502751085045,2.95020253372908e-09,1.0316990775458e-08
"YJR007W",0.426216354677283,7.37942007740575,2.96928783222847e-09,1.03775995884796e-08
"YLR408C",1.80702060119481,3.78516091571691,2.97694183605021e-09,1.03982082903832e-08
"YDR337W",0.807990189686565,5.60426009219218,2.9957815243063e-09,1.04516741033729e-08
"YBL066C",0.804615842630021,5.60208325124738,2.9957815243063e-09,1.04516741033729e-08
"YJL115W",0.624324382490707,6.76131541306398,3.02212597674174e-09,1.0534684542574e-08
"YGL082W",0.608664414928201,6.88681341752097,3.02313577037192e-09,1.0534684542574e-08
"YKL195W",0.316003732338493,8.21800994281001,3.04296615967066e-09,1.05975460663751e-08
"YCR044C",0.638542206391469,6.61552991033078,3.05426014961030e-09,1.06306219442612e-08
"YDR316W",0.880438716299902,5.35705218146348,3.06518127183495e-09,1.06623618962066e-08
"YDR532C",1.14635570876166,4.74057605310398,3.07891672487664e-09,1.07038485670359e-08
"YHR044C",1.4338533139786,4.48297579845065,3.0952417258942e-09,1.07542837886765e-08
"YEL051W",0.332206133541573,8.08179223391456,3.16883244959604e-09,1.10035103311383e-08
"YOL156W",0.941357098534473,5.21036480081557,3.204517202926e-09,1.1120896357603e-08
"YOL154W",1.01466177315127,5.04419244065901,3.30758762014549e-09,1.14718616344671e-08
"YDL089W",0.875300988181383,5.38835507527717,3.31677908664402e-09,1.1497001672919e-08
"YDR382W",-0.138024332898701,10.4534288941607,3.46006070260648e-09,1.1986638862601e-08
"YOL038W",0.266485762842445,8.62491440143416,3.48500707132277e-09,1.20659958110104e-08
"YKL133C",0.964207588537072,5.25447684489774,3.49411773366966e-09,1.20904646959786e-08
"YDR113C",0.800811870139334,5.57958117446126,3.61904339916401e-09,1.25154177632107e-08
"YMR285C",0.855658334535134,5.89758308900987,3.64904601303262e-09,1.26118021373329e-08
"YMR139W",0.663534677228338,6.75414616344847,3.66234278401747e-09,1.26503690910866e-08
"YLR046C",1.09729690967619,4.8057725249716,3.67064457548135e-09,1.26716475805853e-08
"YBR243C",0.652225528314779,6.36693343333838,3.73570805617687e-09,1.28887373576668e-08
"YOR081C",0.76412194803759,6.02265437606363,3.79718058265794e-09,1.30931920207384e-08
"YHL040C",-0.728529749746604,5.62510068520414,3.8609410474358e-09,1.33052930563061e-08
"YOL025W",1.02847128579304,5.0545795261335,3.89496649198232e-09,1.34147361659251e-08
"YIL136W",0.314571075071375,8.16625812304361,3.95079790112155e-09,1.35991106346342e-08
"YPL236C",1.01064113313477,5.13148099459748,4.21154594952247e-09,1.44882077810026e-08
"YDR408C",-0.429478374220951,7.31813433188922,4.2177390284232e-09,1.45010818310169e-08
"YIL090W",0.859304855653507,5.70732925568858,4.22109235512446e-09,1.45041831970217e-08
"YDR460W",0.854508732456632,5.90468275730192,4.26626632103069e-09,1.46508983293898e-08
"YNL042W",0.802306237798476,6.05279320628549,4.29403566251031e-09,1.47363985189047e-08
"YOR111W",1.22460638899554,4.80107894120845,4.29614457412719e-09,1.47363985189047e-08
"YML092C",0.375228253813461,7.67982437027894,4.30274563006918e-09,1.47504900887134e-08
"YKL002W",0.496603748593752,7.12107426188116,4.32641523543338e-09,1.48230451349504e-08
"YAL013W",0.488772246224591,7.23597942391719,4.34253315110629e-09,1.48696577865138e-08
"YOL119C",0.664133311111306,6.1619156174293,4.38756053652082e-09,1.50151507776713e-08
"YLR097C",0.94968759407746,5.30926478768383,4.45789482634524e-09,1.52470310332282e-08
"YDR319C",0.886368474043932,5.8164943506844,4.46975829009187e-09,1.52787751602967e-08
"YGL238W",0.491934980162379,6.88619584730862,4.52309447888179e-09,1.5452165145233e-08
"YGL004C",0.756121461579909,5.73904947634477,4.74341865229745e-09,1.61955038463035e-08
"YDR201W",1.01264701364907,5.24884566766475,4.83291492560612e-09,1.64915557178843e-08
"YOL112W",0.712371414182998,6.09563532153633,4.85663666248477e-09,1.65629505083126e-08
"YOL020W",-0.502723053986033,6.76119729759065,4.88494830740248e-09,1.66499073357722e-08
"YDR258C",-0.485239305557548,7.07086602229716,4.92295036746645e-09,1.67697739345417e-08
"YKL026C",1.18054039040938,4.61035277139161,4.97578019956133e-09,1.69399835677816e-08
"YOR020W-A",0.832235676909453,5.81392215476705,5.01952200938180e-09,1.70790751751076e-08
"YPR175W",1.05340341951484,4.90424743680675,5.07395228561618e-09,1.7254353835627e-08
"YJR039W",0.610934209547955,6.37014738159951,5.08767132621755e-09,1.7291069062165e-08
"YPL135W",0.424361886700861,7.36365876281765,5.18397265116142e-09,1.76082469442722e-08
"YPR100W",0.641845079319996,6.14050005988661,5.25352611431778e-09,1.78342593335733e-08
"YLR135W",1.26509987107076,4.94311705606207,5.29947460857116e-09,1.79799261805709e-08
"YNL297C",0.610596226867889,6.51567280469866,5.51503934156655e-09,1.87005660653578e-08
"YPR089W",0.523325594320675,6.68561238867688,5.53381719449033e-09,1.87534916035506e-08
"YFL041W",0.511844751279829,6.98793676069672,5.56249101549415e-09,1.88398736912873e-08
"YML076C",0.770642483966696,5.76569317936176,5.71227618733868e-09,1.93361202519926e-08
"YGR225W",1.91790798090007,3.67790782252507,5.74096846766709e-09,1.94221328891859e-08
"YLR005W",0.745980014178997,6.24933502071872,5.7582781795065e-09,1.946956113608e-08
"YER022W",0.684888457204565,5.97480474553697,5.89483073678881e-09,1.99198820500168e-08
"YIL002W-A",0.867472349458337,5.38294302627727,5.91231361861759e-09,1.99675568957536e-08
"YKL046C",0.314430482837486,8.10905714334367,5.95486868862423e-09,2.00998049233255e-08
"YAR035W",0.874398335867519,5.55405260946429,5.97812023017572e-09,2.01667830113739e-08
"YGL037C",-0.177027544291738,10.0786298940357,5.99210516153177e-09,2.02024423024407e-08
"YMR314W",0.301334522717948,8.24709117068524,5.99835814536356e-09,2.02060939391202e-08
"YJR119C",1.52791387003286,4.29580569523448,6.00001809211328e-09,2.02060939391202e-08
"YGR013W",0.616274553740579,6.34253833613905,6.01816105371258e-09,2.02556649344808e-08
"YJL023C",1.0593332736131,4.90854174776039,6.05221140825786e-09,2.03586895410243e-08
"YCR066W",1.21744780058044,4.5406255456622,6.20160934907676e-09,2.0849387794595e-08
"YJL077W-A",3.50986245414798,2.87795340254408,6.2878546923166e-09,2.11273345908219e-08
"YJL173C",0.723515262888792,5.97457916619663,6.30522742130269e-09,2.11736836843632e-08
"YMR028W",0.855042082229614,5.40846326917399,6.31844048170091e-09,2.12060194726173e-08
"YHR081W",0.740568217260702,5.77865142169918,6.37060314624143e-09,2.13689675829425e-08
"YDL200C",1.2519308150613,4.46164843528094,6.47574805903441e-09,2.1709349158814e-08
"YAL029C",0.486031585374295,7.05978005313509,6.53299234454691e-09,2.18888537387792e-08
"YPL060W",1.15634396788493,4.72710848231447,6.70129061246589e-09,2.2440032005637e-08
"YOL018C",0.667965640298764,6.81792010403558,6.83830560122032e-09,2.2885890408609e-08
"YGR230W",1.39612117514929,4.51924441750542,6.91585358228433e-09,2.31323378441924e-08
"YLL022C",0.675883350984288,6.33316962900143,7.09179944633511e-09,2.37074448157994e-08
"YOL013C",0.594447575599317,6.79036797905882,7.27332124102445e-09,2.43005317804301e-08
"YLR266C",0.919780171727505,5.96653928192004,7.32573019138364e-09,2.4461820283531e-08
"YGL181W",0.361445277601759,7.72140322970595,7.36813938733254e-09,2.45895548532694e-08
"YJL149W",0.806852326527391,5.53405242304767,7.68282467867476e-09,2.56252951655685e-08
"YLR201C",0.810616938772344,5.80579893040367,7.71118899609805e-09,2.57054114309364e-08
"YPL255W",0.873546630441337,5.3160979989528,7.76340752269161e-09,2.58649112115801e-08
"YBR085C-A",0.489630737868672,7.05941229894224,7.83573006944876e-09,2.60911732250581e-08
"YLR389C",0.460050401965374,7.25298178048083,7.96630180706795e-09,2.65110280047363e-08
"YOL045W",0.541632277129289,6.64531911266258,8.16249191831259e-09,2.71486591796827e-08
"YDR480W",0.847734014988786,5.36862301202135,8.27498844508729e-09,2.75073632750458e-08
"YJR011C",1.09361228893303,4.76296774999317,8.58771767075444e-09,2.85308958213667e-08
"YER109C",0.732749389919903,5.98689286803775,8.60967248026818e-09,2.85877845486795e-08
"YDR466W",0.521109414590301,6.66017874412779,8.63163202679165e-09,2.86446251836939e-08
"YPL011C",0.829900830066292,5.58978669204449,8.86893574195349e-09,2.94156349692482e-08
"YLR033W",0.806654173858755,6.20617831778341,8.97789780452094e-09,2.97603480724652e-08
"YGR012W",0.708164166140706,5.99137004867198,9.11977261677159e-09,3.02137147667623e-08
"YOL042W",0.914796869741345,5.19145338045137,9.17460762012349e-09,3.03783734125745e-08
"YPR057W",1.01652506791182,5.92431825373092,9.34171630607742e-09,3.09143933909732e-08
"YHR192W",0.612212659768163,6.25383097211502,9.41660985700351e-09,3.11448186271044e-08
"YJR057W",1.00087264012293,5.06583626658638,9.43482145997059e-09,3.11876193176793e-08
"YKL081W",-0.149757213199732,10.118458645469,9.47213857153842e-09,3.12934918636476e-08
"YNL256W",0.700688277261519,5.98617047847628,9.84883045183898e-09,3.25077193547409e-08
"YBL020W",0.739108484563156,5.89681005296259,9.85428698460196e-09,3.25077193547409e-08
"YJL096W",0.932020953446883,5.14837045074935,9.8561515163774e-09,3.25077193547409e-08
"YOL165C",3.14834325787357,2.89420858197485,9.91515923394488e-09,3.26841209956835e-08
"YML032C",0.56552931196411,6.85424832741228,9.96616278181983e-09,3.28339561136013e-08
"YFL005W",0.352396293981846,7.90234912816522,1.02213508116898e-08,3.36559447706001e-08
"YDL029W",0.25379106482378,8.61905039777138,1.0242370211393e-08,3.37063985210301e-08
"YFL047W",0.818206762307632,5.7484669164562,1.04528558054042e-08,3.43799598669131e-08
"YJL049W",0.983706556785366,5.15857970249896,1.04798569060919e-08,3.44496185074144e-08
"YGR194C",0.758422246848829,6.2015218416156,1.049806939356e-08,3.44903257088809e-08
"YOR259C",0.357267389588883,8.04517878450104,1.06524935408484e-08,3.49782487687016e-08
"YFR043C",1.52764909473033,4.42839217244855,1.07163812514781e-08,3.51685124043239e-08
"YPL093W",-0.641775999157817,6.20467035041588,1.08064648556917e-08,3.54444858930863e-08
"YMR022W",0.563057550510482,6.78267832733608,1.08405067005171e-08,3.55364421866814e-08
"YJL016W",-0.600861974542009,6.07391199857602,1.08710107464651e-08,3.56167057512924e-08
"YNL148C",0.716562199889158,5.96740842553521,1.0972118255002e-08,3.59280706778346e-08
"YNL157W",0.455069482231155,7.25505829031379,1.11887526572191e-08,3.66171733809544e-08
"YHR029C",0.789340426545004,5.72961793065226,1.14171746662149e-08,3.73440699281336e-08
"YGL201C",0.574338687552169,6.49075839606541,1.14906857995581e-08,3.75637502077268e-08
"YLR225C",0.457657170016954,7.11600976560636,1.1543612314611e-08,3.77142112654944e-08
"YKL146W",0.461197000359254,7.21941090837035,1.15494593228115e-08,3.77142112654944e-08
"YGL146C",1.36277591985542,4.30821318623774,1.18027958217404e-08,3.85202111843564e-08
"YLR251W",0.904401811853961,5.21092498639636,1.19386651572543e-08,3.89421619269426e-08
"YML103C",0.564116713631297,6.64108592073856,1.20241138056059e-08,3.91992734918842e-08
"YER095W",0.394434097570755,7.40090572425408,1.21066290585348e-08,3.94385131009203e-08
"YJR044C",0.624365812099429,6.33831219099484,1.21108295258361e-08,3.94385131009203e-08
"YLR170C",0.720890257860274,6.10114292350988,1.2129640507794e-08,3.94780433908785e-08
"YMR010W",0.606564557188761,6.60633221460266,1.22039613362134e-08,3.96980974306622e-08
"YDR407C",0.653119719367424,6.18952114815308,1.22894934646059e-08,3.99543586978425e-08
"YLR181C",0.685134616986542,6.34962631876745,1.24988080284589e-08,4.06125464604016e-08
"YPL228W",0.795741806700153,6.13139420333345,1.27209382991324e-08,4.13116311284118e-08
"YIR010W",0.732080958279004,5.78081887344011,1.307754743699e-08,4.24464334529181e-08
"YNL059C",0.497410062964866,7.07143800163241,1.32163950848113e-08,4.28735798886119e-08
"YNL090W",0.782358727135745,5.62354681789944,1.33064042013272e-08,4.31419143338374e-08
"YDR105C",0.603738092256068,6.30738636941462,1.34175235158658e-08,4.34783607028355e-08
"YGL191W",0.522048350300287,6.80949019007039,1.34696983469479e-08,4.36235386529232e-08
"YLL005C",1.05940638203132,4.8353443633229,1.37351276735659e-08,4.44588350352786e-08
"YMR060C",0.8242967076974,5.46341126347626,1.40988798318515e-08,4.5611302331911e-08
"YPL269W",0.986895630937211,4.95888359089103,1.45002664334409e-08,4.68841948014591e-08
"YDR191W",1.41580231570618,4.4119097122108,1.45175712248763e-08,4.69145106158346e-08
"YOL133W",0.565360077454309,6.38841465108788,1.45492513300268e-08,4.69912227727996e-08
"YDR450W",-0.157105343949762,10.1038818874917,1.45815615057642e-08,4.70698851225351e-08
"YGL185C",1.04153712508377,5.26330054040536,1.51267194024341e-08,4.88030527285729e-08
"YBL046W",0.511993542699348,6.74338690434146,1.51596272902479e-08,4.88825693059382e-08
"YBR033W",1.01601554694632,5.04398942440906,1.52689817859884e-08,4.92083688603995e-08
"YJL212C",-0.563329579223558,6.31669763135581,1.54194904146035e-08,4.96663716838373e-08
"YGL237C",0.726963998009139,6.00354362452063,1.61604118631902e-08,5.20245685497803e-08
"YCL011C",0.290193581153187,8.42099433292302,1.63427608055243e-08,5.25829884101617e-08
"YGR174C",0.672966285738189,5.90925262692295,1.63713231186355e-08,5.26462602679166e-08
"YER112W",0.646183043351063,6.61234789273118,1.65055517624655e-08,5.30490764685001e-08
"YOL149W",0.70539759847339,5.80216106794986,1.69860559251812e-08,5.45637855099334e-08
"YBR123C",0.765916557312372,6.0526351877898,1.70018577043986e-08,5.45655754103873e-08
"YMR221C",0.635959111503348,6.25293328648974,1.70050567951249e-08,5.45655754103873e-08
"YJL099W",0.748173139725972,5.5993395037488,1.7045604786617e-08,5.46660398495461e-08
"YKR101W",1.26077626615787,4.73587478751935,1.70621599526073e-08,5.46894910290235e-08
"YCR026C",0.592574164385745,6.63703605687884,1.71096201151832e-08,5.48119232385159e-08
"YDL211C",1.0807363506871,4.75394265661792,1.71581747621375e-08,5.49377273092898e-08
"YOL103W",0.487941283528094,6.79676619359092,1.75406775321319e-08,5.61320654178606e-08
"YOR346W",0.774665210828323,5.96056195424753,1.76881753969433e-08,5.65734777425479e-08
"YIL033C",0.291791747116564,8.29414842906144,1.77652115732209e-08,5.67891717335214e-08
"YLR183C",0.902015456219498,5.16870874691849,1.82663349698413e-08,5.83595594041852e-08
"YDR181C",0.745414768692002,5.66199627045718,1.83328359267099e-08,5.8540415638609e-08
"YMR039C",0.351893510296594,7.75842021966407,1.8426478218568e-08,5.880769774502e-08
"YMR131C",-0.449622966871652,6.91695264425469,1.8555340370555e-08,5.91870344865629e-08
"YPL165C",0.765645337428154,5.88936175211681,1.87100853270867e-08,5.9648477845028e-08
"YOL034W",1.14655227396761,4.91996581989701,1.8828588588666e-08,5.99939465154209e-08
"YDR225W",0.262307714133423,9.44538807750419,1.90912473570997e-08,6.07981219655321e-08
"YAL024C",0.993991945138344,4.9477025898359,1.91277680180324e-08,6.08816586136081e-08
"YNL133C",1.78996011507144,3.8280465836761,1.91702037336174e-08,6.09839223074271e-08
"YIL027C",0.861643898558169,5.72017102723963,1.94626697332191e-08,6.18810407369465e-08
"YGR043C",1.17436142674248,4.82242374265048,1.99048945841229e-08,6.32530941215118e-08
"YEL036C",0.378065482145001,7.50309265459543,2.03220099607394e-08,6.45439253557138e-08
"YPL052W",1.10635135963608,4.98141038819908,2.03900962188083e-08,6.4725428823331e-08
"YNL091W",0.327400744381932,7.87820769136702,2.10566061717922e-08,6.68053290715789e-08
"YOL148C",0.711109312362965,6.03207070251376,2.12909238358689e-08,6.75125382298159e-08
"YLR065C",0.528918470768049,6.72032107451381,2.14295330149992e-08,6.79156651578737e-08
"YIL138C",0.776258652780179,6.20245758735436,2.17111213089243e-08,6.87712552381719e-08
"YBL091C",0.275729885431091,8.62612655226196,2.18927164655027e-08,6.93093650756445e-08
"YBR163W",0.703139595959086,5.77721005091822,2.19750727699219e-08,6.95328906842931e-08
